content,url,category,label
http://bit.ly/login-update770,http://bit.ly/login-update770,phishing,1
https://wikipedia.org/course/1009,https://wikipedia.org/course/1009,safe,0
https://secure-login-check.test/wallet-kyc/2816?session=91352,https://secure-login-check.test/wallet-kyc/2816?session=91352,phishing,1
http://10.8.4.22/pay-fee/2701?session=48096,http://10.8.4.22/pay-fee/2701?session=48096,phishing,1
http://khalti-refund.test/verify-account/2132?session=96533,http://khalti-refund.test/verify-account/2132?session=96533,phishing,1
https://bank-support-update.test/wallet-kyc/2710?session=57118,https://bank-support-update.test/wallet-kyc/2710?session=57118,phishing,1
https://github.com/profile/1101,https://github.com/profile/1101,safe,0
https://library.example/status/1695,https://library.example/status/1695,safe,0
https://company-intranet.example/status/1286,https://company-intranet.example/status/1286,safe,0
https://mozilla.org/notice/1230,https://mozilla.org/notice/1230,safe,0
https://company-intranet.example/course/1689,https://company-intranet.example/course/1689,safe,0
https://mozilla.org/receipt/1137,https://mozilla.org/receipt/1137,safe,0
https://nepalbank.com.np/help/1018,https://nepalbank.com.np/help/1018,safe,0
https://docs.djangoproject.com/receipt/1763,https://docs.djangoproject.com/receipt/1763,safe,0
https://store-receipts.example/help/1895,https://store-receipts.example/help/1895,safe,0
http://bit.ly/verify-account966,http://bit.ly/verify-account966,phishing,1
http://192.168.45.12/verify-account/2333?session=75481,http://192.168.45.12/verify-account/2333?session=75481,phishing,1
http://khalti-refund.test/login-update/2568?session=99881,http://khalti-refund.test/login-update/2568?session=99881,phishing,1
https://company-intranet.example/course/1270,https://company-intranet.example/course/1270,safe,0
https://bank-support-update.test/wallet-kyc/2303?session=52318,https://bank-support-update.test/wallet-kyc/2303?session=52318,phishing,1
https://docs.djangoproject.com/notice/1707,https://docs.djangoproject.com/notice/1707,safe,0
https://github.com/help/1353,https://github.com/help/1353,safe,0
https://delivery-fee-pay.test/login-update/2131?session=34704,https://delivery-fee-pay.test/login-update/2131?session=34704,phishing,1
https://nepalbank.com.np/help/1818,https://nepalbank.com.np/help/1818,safe,0
http://wallet-kyc-alert.test/claim-prize/2443?session=41194,http://wallet-kyc-alert.test/claim-prize/2443?session=41194,phishing,1
https://company-intranet.example/notice/1193,https://company-intranet.example/notice/1193,safe,0
https://docs.djangoproject.com/notice/1232,https://docs.djangoproject.com/notice/1232,safe,0
http://192.168.45.12/claim-prize/2806?session=44517,http://192.168.45.12/claim-prize/2806?session=44517,phishing,1
https://nepalbank.com.np/help/1749,https://nepalbank.com.np/help/1749,safe,0
http://khalti-refund.test/pay-fee/2535?session=99091,http://khalti-refund.test/pay-fee/2535?session=99091,phishing,1
https://paypal-security.example.ru/claim-prize/2299?session=69597,https://paypal-security.example.ru/claim-prize/2299?session=69597,phishing,1
https://hospital.org.np/profile/1530,https://hospital.org.np/profile/1530,safe,0
https://ird.gov.np/docs/1819,https://ird.gov.np/docs/1819,safe,0
http://bit.ly/claim-prize462,http://bit.ly/claim-prize462,phishing,1
https://university.edu.np/docs/1514,https://university.edu.np/docs/1514,safe,0
http://paypal-security.example.ru/pay-fee/2005?session=26912,http://paypal-security.example.ru/pay-fee/2005?session=26912,phishing,1
https://openai.com/notice/1843,https://openai.com/notice/1843,safe,0
http://account-verify-now.test/login-update/2386?session=86638,http://account-verify-now.test/login-update/2386?session=86638,phishing,1
http://np-prize-claim.test/claim-prize/2439?session=33292,http://np-prize-claim.test/claim-prize/2439?session=33292,phishing,1
https://university.edu.np/help/1267,https://university.edu.np/help/1267,safe,0
https://company-intranet.example/docs/1117,https://company-intranet.example/docs/1117,safe,0
https://mozilla.org/help/1559,https://mozilla.org/help/1559,safe,0
https://university.edu.np/docs/1910,https://university.edu.np/docs/1910,safe,0
https://hospital.org.np/notice/1544,https://hospital.org.np/notice/1544,safe,0
https://company-intranet.example/receipt/1134,https://company-intranet.example/receipt/1134,safe,0
https://hospital.org.np/status/1048,https://hospital.org.np/status/1048,safe,0
https://openai.com/receipt/1529,https://openai.com/receipt/1529,safe,0
https://coursera.org/receipt/1128,https://coursera.org/receipt/1128,safe,0
https://city-services.example/docs/1477,https://city-services.example/docs/1477,safe,0
https://khanacademy.org/receipt/1453,https://khanacademy.org/receipt/1453,safe,0
https://library.example/notice/1026,https://library.example/notice/1026,safe,0
https://nepalbank.com.np/status/1729,https://nepalbank.com.np/status/1729,safe,0
https://mozilla.org/profile/1401,https://mozilla.org/profile/1401,safe,0
https://google-login.example.net/verify-account/2346?session=67342,https://google-login.example.net/verify-account/2346?session=67342,phishing,1
https://secure-login-check.test/verify-account/2128?session=70686,https://secure-login-check.test/verify-account/2128?session=70686,phishing,1
http://10.8.4.22/login-update/2402?session=53456,http://10.8.4.22/login-update/2402?session=53456,phishing,1
https://ird.gov.np/course/1539,https://ird.gov.np/course/1539,safe,0
http://bit.ly/verify-account742,http://bit.ly/verify-account742,phishing,1
https://paypal-security.example.ru/login-update/2613?session=54676,https://paypal-security.example.ru/login-update/2613?session=54676,phishing,1
http://192.168.45.12/login-update/2199?session=54642,http://192.168.45.12/login-update/2199?session=54642,phishing,1
https://10.8.4.22/pay-fee/2508?session=33276,https://10.8.4.22/pay-fee/2508?session=33276,phishing,1
http://192.168.45.12/login-update/2086?session=62034,http://192.168.45.12/login-update/2086?session=62034,phishing,1
https://coursera.org/profile/1191,https://coursera.org/profile/1191,safe,0
https://wallet-kyc-alert.test/claim-prize/2711?session=70666,https://wallet-kyc-alert.test/claim-prize/2711?session=70666,phishing,1
https://store-receipts.example/notice/1166,https://store-receipts.example/notice/1166,safe,0
https://ird.gov.np/profile/1524,https://ird.gov.np/profile/1524,safe,0
http://bit.ly/claim-prize140,http://bit.ly/claim-prize140,phishing,1
http://esewa-bonus-claim.test/verify-account/2782?session=29048,http://esewa-bonus-claim.test/verify-account/2782?session=29048,phishing,1
https://bank-support-update.test/pay-fee/2810?session=33957,https://bank-support-update.test/pay-fee/2810?session=33957,phishing,1
http://khalti-refund.test/verify-account/2741?session=64344,http://khalti-refund.test/verify-account/2741?session=64344,phishing,1
https://company-intranet.example/notice/1313,https://company-intranet.example/notice/1313,safe,0
http://paypal-security.example.ru/login-update/2691?session=61248,http://paypal-security.example.ru/login-update/2691?session=61248,phishing,1
https://mozilla.org/profile/1834,https://mozilla.org/profile/1834,safe,0
https://khalti-refund.test/claim-prize/2023?session=62260,https://khalti-refund.test/claim-prize/2023?session=62260,phishing,1
https://wallet-kyc-alert.test/pay-fee/2657?session=10739,https://wallet-kyc-alert.test/pay-fee/2657?session=10739,phishing,1
https://khanacademy.org/profile/1295,https://khanacademy.org/profile/1295,safe,0
http://bank-support-update.test/pay-fee/2541?session=99220,http://bank-support-update.test/pay-fee/2541?session=99220,phishing,1
https://nrb.org.np/notice/1997,https://nrb.org.np/notice/1997,safe,0
https://university.edu.np/help/1886,https://university.edu.np/help/1886,safe,0
https://khalti-refund.test/login-update/2855?session=20494,https://khalti-refund.test/login-update/2855?session=20494,phishing,1
https://company-intranet.example/docs/1762,https://company-intranet.example/docs/1762,safe,0
https://store-receipts.example/receipt/1258,https://store-receipts.example/receipt/1258,safe,0
https://city-services.example/status/1583,https://city-services.example/status/1583,safe,0
https://company-intranet.example/profile/1324,https://company-intranet.example/profile/1324,safe,0
https://city-services.example/help/1419,https://city-services.example/help/1419,safe,0
http://esewa-bonus-claim.test/pay-fee/2746?session=85008,http://esewa-bonus-claim.test/pay-fee/2746?session=85008,phishing,1
https://mozilla.org/notice/1945,https://mozilla.org/notice/1945,safe,0
http://google-login.example.net/pay-fee/2977?session=41760,http://google-login.example.net/pay-fee/2977?session=41760,phishing,1
https://coursera.org/notice/1069,https://coursera.org/notice/1069,safe,0
http://khalti-refund.test/claim-prize/2648?session=60014,http://khalti-refund.test/claim-prize/2648?session=60014,phishing,1
http://bit.ly/claim-prize609,http://bit.ly/claim-prize609,phishing,1
http://account-verify-now.test/verify-account/2507?session=58819,http://account-verify-now.test/verify-account/2507?session=58819,phishing,1
http://google-login.example.net/login-update/2428?session=79002,http://google-login.example.net/login-update/2428?session=79002,phishing,1
https://city-services.example/receipt/1457,https://city-services.example/receipt/1457,safe,0
http://bit.ly/pay-fee686,http://bit.ly/pay-fee686,phishing,1
http://bank-support-update.test/claim-prize/2985?session=21247,http://bank-support-update.test/claim-prize/2985?session=21247,phishing,1
https://wikipedia.org/docs/1803,https://wikipedia.org/docs/1803,safe,0
https://esewa-bonus-claim.test/verify-account/2569?session=65164,https://esewa-bonus-claim.test/verify-account/2569?session=65164,phishing,1
https://mozilla.org/status/1208,https://mozilla.org/status/1208,safe,0
http://np-prize-claim.test/wallet-kyc/2496?session=39878,http://np-prize-claim.test/wallet-kyc/2496?session=39878,phishing,1
http://delivery-fee-pay.test/login-update/2327?session=46302,http://delivery-fee-pay.test/login-update/2327?session=46302,phishing,1
https://10.8.4.22/wallet-kyc/2277?session=74054,https://10.8.4.22/wallet-kyc/2277?session=74054,phishing,1
https://paypal-security.example.ru/claim-prize/2179?session=12246,https://paypal-security.example.ru/claim-prize/2179?session=12246,phishing,1
https://company-intranet.example/status/1187,https://company-intranet.example/status/1187,safe,0
https://docs.djangoproject.com/help/1131,https://docs.djangoproject.com/help/1131,safe,0
https://store-receipts.example/course/1439,https://store-receipts.example/course/1439,safe,0
https://esewa-bonus-claim.test/verify-account/2934?session=83140,https://esewa-bonus-claim.test/verify-account/2934?session=83140,phishing,1
https://khanacademy.org/course/1570,https://khanacademy.org/course/1570,safe,0
http://account-verify-now.test/login-update/2839?session=38241,http://account-verify-now.test/login-update/2839?session=38241,phishing,1
http://bit.ly/pay-fee819,http://bit.ly/pay-fee819,phishing,1
https://nrb.org.np/notice/1598,https://nrb.org.np/notice/1598,safe,0
https://wallet-kyc-alert.test/login-update/2632?session=88974,https://wallet-kyc-alert.test/login-update/2632?session=88974,phishing,1
https://store-receipts.example/profile/1979,https://store-receipts.example/profile/1979,safe,0
http://bank-support-update.test/pay-fee/2155?session=72835,http://bank-support-update.test/pay-fee/2155?session=72835,phishing,1
https://khalti-refund.test/login-update/2317?session=19283,https://khalti-refund.test/login-update/2317?session=19283,phishing,1
https://coursera.org/course/1909,https://coursera.org/course/1909,safe,0
https://nrb.org.np/docs/1554,https://nrb.org.np/docs/1554,safe,0
https://khanacademy.org/help/1404,https://khanacademy.org/help/1404,safe,0
https://github.com/receipt/1153,https://github.com/receipt/1153,safe,0
https://hospital.org.np/receipt/1479,https://hospital.org.np/receipt/1479,safe,0
https://university.edu.np/profile/1338,https://university.edu.np/profile/1338,safe,0
https://city-services.example/help/1494,https://city-services.example/help/1494,safe,0
https://khanacademy.org/status/1856,https://khanacademy.org/status/1856,safe,0
http://paypal-security.example.ru/claim-prize/2827?session=45311,http://paypal-security.example.ru/claim-prize/2827?session=45311,phishing,1
https://library.example/help/1730,https://library.example/help/1730,safe,0
https://wikipedia.org/help/1352,https://wikipedia.org/help/1352,safe,0
https://esewa-bonus-claim.test/wallet-kyc/2296?session=28634,https://esewa-bonus-claim.test/wallet-kyc/2296?session=28634,phishing,1
https://192.168.45.12/login-update/2622?session=34979,https://192.168.45.12/login-update/2622?session=34979,phishing,1
https://company-intranet.example/course/1250,https://company-intranet.example/course/1250,safe,0
https://library.example/receipt/1983,https://library.example/receipt/1983,safe,0
https://docs.djangoproject.com/receipt/1604,https://docs.djangoproject.com/receipt/1604,safe,0
https://np-prize-claim.test/verify-account/2073?session=67983,https://np-prize-claim.test/verify-account/2073?session=67983,phishing,1
https://nrb.org.np/help/1170,https://nrb.org.np/help/1170,safe,0
https://city-services.example/docs/1471,https://city-services.example/docs/1471,safe,0
http://account-verify-now.test/verify-account/2379?session=78125,http://account-verify-now.test/verify-account/2379?session=78125,phishing,1
http://khalti-refund.test/pay-fee/2360?session=15772,http://khalti-refund.test/pay-fee/2360?session=15772,phishing,1
https://openai.com/profile/1299,https://openai.com/profile/1299,safe,0
http://google-login.example.net/verify-account/2381?session=93521,http://google-login.example.net/verify-account/2381?session=93521,phishing,1
http://192.168.45.12/wallet-kyc/2270?session=73788,http://192.168.45.12/wallet-kyc/2270?session=73788,phishing,1
http://esewa-bonus-claim.test/pay-fee/2438?session=59595,http://esewa-bonus-claim.test/pay-fee/2438?session=59595,phishing,1
https://mozilla.org/help/1568,https://mozilla.org/help/1568,safe,0
https://docs.djangoproject.com/receipt/1454,https://docs.djangoproject.com/receipt/1454,safe,0
https://nepalbank.com.np/status/1916,https://nepalbank.com.np/status/1916,safe,0
https://hospital.org.np/docs/1202,https://hospital.org.np/docs/1202,safe,0
https://hospital.org.np/docs/1334,https://hospital.org.np/docs/1334,safe,0
https://github.com/course/1386,https://github.com/course/1386,safe,0
https://nrb.org.np/notice/1863,https://nrb.org.np/notice/1863,safe,0
https://city-services.example/course/1292,https://city-services.example/course/1292,safe,0
http://np-prize-claim.test/wallet-kyc/2031?session=21802,http://np-prize-claim.test/wallet-kyc/2031?session=21802,phishing,1
http://bank-support-update.test/pay-fee/2964?session=93084,http://bank-support-update.test/pay-fee/2964?session=93084,phishing,1
http://khalti-refund.test/login-update/2778?session=40116,http://khalti-refund.test/login-update/2778?session=40116,phishing,1
http://10.8.4.22/claim-prize/2300?session=22208,http://10.8.4.22/claim-prize/2300?session=22208,phishing,1
https://docs.djangoproject.com/notice/1447,https://docs.djangoproject.com/notice/1447,safe,0
http://wallet-kyc-alert.test/wallet-kyc/2984?session=40603,http://wallet-kyc-alert.test/wallet-kyc/2984?session=40603,phishing,1
https://google-login.example.net/pay-fee/2415?session=60905,https://google-login.example.net/pay-fee/2415?session=60905,phishing,1
https://secure-login-check.test/wallet-kyc/2418?session=86544,https://secure-login-check.test/wallet-kyc/2418?session=86544,phishing,1
https://company-intranet.example/docs/1430,https://company-intranet.example/docs/1430,safe,0
https://google-login.example.net/verify-account/2117?session=98181,https://google-login.example.net/verify-account/2117?session=98181,phishing,1
https://nrb.org.np/notice/1954,https://nrb.org.np/notice/1954,safe,0
https://city-services.example/receipt/1885,https://city-services.example/receipt/1885,safe,0
http://secure-login-check.test/wallet-kyc/2038?session=84747,http://secure-login-check.test/wallet-kyc/2038?session=84747,phishing,1
https://city-services.example/docs/1440,https://city-services.example/docs/1440,safe,0
https://mozilla.org/docs/1095,https://mozilla.org/docs/1095,safe,0
https://company-intranet.example/help/1739,https://company-intranet.example/help/1739,safe,0
https://university.edu.np/course/1070,https://university.edu.np/course/1070,safe,0
https://wikipedia.org/docs/1236,https://wikipedia.org/docs/1236,safe,0
https://library.example/course/1620,https://library.example/course/1620,safe,0
https://esewa-bonus-claim.test/pay-fee/2013?session=83874,https://esewa-bonus-claim.test/pay-fee/2013?session=83874,phishing,1
http://bit.ly/login-update7,http://bit.ly/login-update7,phishing,1
https://esewa-bonus-claim.test/wallet-kyc/2145?session=64568,https://esewa-bonus-claim.test/wallet-kyc/2145?session=64568,phishing,1
https://google-login.example.net/login-update/2143?session=82856,https://google-login.example.net/login-update/2143?session=82856,phishing,1
https://esewa-bonus-claim.test/verify-account/2102?session=50213,https://esewa-bonus-claim.test/verify-account/2102?session=50213,phishing,1
https://store-receipts.example/notice/1192,https://store-receipts.example/notice/1192,safe,0
https://khalti-refund.test/verify-account/2566?session=68237,https://khalti-refund.test/verify-account/2566?session=68237,phishing,1
http://account-verify-now.test/login-update/2677?session=99837,http://account-verify-now.test/login-update/2677?session=99837,phishing,1
https://github.com/receipt/1268,https://github.com/receipt/1268,safe,0
https://docs.djangoproject.com/course/1243,https://docs.djangoproject.com/course/1243,safe,0
http://delivery-fee-pay.test/login-update/2636?session=76046,http://delivery-fee-pay.test/login-update/2636?session=76046,phishing,1
http://bank-support-update.test/login-update/2548?session=74169,http://bank-support-update.test/login-update/2548?session=74169,phishing,1
http://paypal-security.example.ru/wallet-kyc/2180?session=24026,http://paypal-security.example.ru/wallet-kyc/2180?session=24026,phishing,1
https://nepalbank.com.np/receipt/1681,https://nepalbank.com.np/receipt/1681,safe,0
https://wikipedia.org/receipt/1328,https://wikipedia.org/receipt/1328,safe,0
https://university.edu.np/course/1408,https://university.edu.np/course/1408,safe,0
https://city-services.example/profile/1217,https://city-services.example/profile/1217,safe,0
http://khalti-refund.test/login-update/2197?session=75639,http://khalti-refund.test/login-update/2197?session=75639,phishing,1
https://bank-support-update.test/pay-fee/2880?session=47313,https://bank-support-update.test/pay-fee/2880?session=47313,phishing,1
http://bit.ly/wallet-kyc798,http://bit.ly/wallet-kyc798,phishing,1
https://docs.djangoproject.com/status/1532,https://docs.djangoproject.com/status/1532,safe,0
http://secure-login-check.test/wallet-kyc/2993?session=43483,http://secure-login-check.test/wallet-kyc/2993?session=43483,phishing,1
https://np-prize-claim.test/pay-fee/2656?session=27048,https://np-prize-claim.test/pay-fee/2656?session=27048,phishing,1
https://nepalbank.com.np/notice/1304,https://nepalbank.com.np/notice/1304,safe,0
http://wallet-kyc-alert.test/verify-account/2928?session=24031,http://wallet-kyc-alert.test/verify-account/2928?session=24031,phishing,1
http://bit.ly/verify-account938,http://bit.ly/verify-account938,phishing,1
http://delivery-fee-pay.test/wallet-kyc/2669?session=94182,http://delivery-fee-pay.test/wallet-kyc/2669?session=94182,phishing,1
http://khalti-refund.test/pay-fee/2256?session=68926,http://khalti-refund.test/pay-fee/2256?session=68926,phishing,1
https://github.com/status/1962,https://github.com/status/1962,safe,0
https://openai.com/profile/1731,https://openai.com/profile/1731,safe,0
http://bit.ly/login-update441,http://bit.ly/login-update441,phishing,1
https://docs.djangoproject.com/notice/1840,https://docs.djangoproject.com/notice/1840,safe,0
https://np-prize-claim.test/pay-fee/2517?session=94245,https://np-prize-claim.test/pay-fee/2517?session=94245,phishing,1
https://nepalbank.com.np/notice/1759,https://nepalbank.com.np/notice/1759,safe,0
https://nepalbank.com.np/profile/1417,https://nepalbank.com.np/profile/1417,safe,0
http://bit.ly/verify-account455,http://bit.ly/verify-account455,phishing,1
https://khanacademy.org/status/1850,https://khanacademy.org/status/1850,safe,0
http://192.168.45.12/verify-account/2382?session=67014,http://192.168.45.12/verify-account/2382?session=67014,phishing,1
https://10.8.4.22/verify-account/2219?session=42990,https://10.8.4.22/verify-account/2219?session=42990,phishing,1
https://city-services.example/help/1361,https://city-services.example/help/1361,safe,0
https://ird.gov.np/course/1251,https://ird.gov.np/course/1251,safe,0
https://np-prize-claim.test/verify-account/2279?session=39470,https://np-prize-claim.test/verify-account/2279?session=39470,phishing,1
http://paypal-security.example.ru/claim-prize/2044?session=36090,http://paypal-security.example.ru/claim-prize/2044?session=36090,phishing,1
https://library.example/docs/1262,https://library.example/docs/1262,safe,0
https://store-receipts.example/docs/1629,https://store-receipts.example/docs/1629,safe,0
https://mozilla.org/status/1320,https://mozilla.org/status/1320,safe,0
https://192.168.45.12/wallet-kyc/2186?session=82443,https://192.168.45.12/wallet-kyc/2186?session=82443,phishing,1
https://github.com/profile/1042,https://github.com/profile/1042,safe,0
https://wallet-kyc-alert.test/login-update/2166?session=40149,https://wallet-kyc-alert.test/login-update/2166?session=40149,phishing,1
https://khanacademy.org/help/1742,https://khanacademy.org/help/1742,safe,0
